restaurant,review,rating,date
360 The Restaurant at the CN Tower,"Dining at 360 Restaurant inside the CN Tower is definitely more about the experience than the food itself. The biggest highlight is, without question, the breathtaking revolving 360-degree view of beautiful downtown Toronto. Watching the city skyline and Lake Ontario slowly pass by as you dine is something special and makes for a memorable evening. Part of what you’re paying for is also the convenience of visiting the CN Tower, which adds to the overall attraction.<br><br>That said, it is an expensive restaurant, and the pricing clearly reflects the location and rotating feature. The food was good, but not outstanding for the cost. There are several high-end restaurants in Toronto where you can get better overall value and more impressive dishes for the same price or less.<br><br>There were a few solid steak options on the menu. The striploin was good, cooked properly and flavorful, but not exceptional. The salmon was decent and enjoyable, while the pasta was just average. They offer a good selection of wines and have a beautiful wine cellar. The staff were nice and polite, knowledgeable about the menu, and generally attentive. However, at times they seemed rushed, wanting to serve quickly and move on to the next table, which made the dining experience feel slightly hurried rather than relaxed. With such stunning views and a premium price point, a slower, more attentive pace would have made the evening feel even more special. It’s also family-friendly with a kids menu available, which is a nice touch.",4,02/15/2026
360 The Restaurant at the CN Tower,"At nearly $20, the “truffle fries” were a notable disappointment. Rather than properly infused or finished fries, the dish consisted of what appeared to be standard fries accompanied by a truffle dipping sauce, a distinction that was not made clear on the menu. In a restaurant positioned at this level, one expects more thoughtful execution and transparency, particularly with something marketed as truffle fries. As shown in the attached photo, the presentation and preparation did not reflect the premium description.<br><br>The crab and corn chowder was similarly underwhelming. While the concept is appealing, the dish lacked the depth, balance, and refinement one would anticipate at this price point. I have attached a photo for reference.<br><br>With a bill approaching $400 for two, the concern is not the cost itself but the inconsistency between pricing and delivery. The steak, however, was well prepared and satisfying, and it stood out as the highlight of the meal.<br><br>Service was exceptional. The servers were extremely warm, attentive, and professional throughout the evening. They checked on us frequently without being intrusive and kindly offered to take photos of my fiancée and me, which added a thoughtful and memorable touch to the experience.<br><br>Overall, while the hospitality was outstanding and certain elements delivered, some menu items fell short of the standard the setting and price suggest.",3,02/14/2026
360 The Restaurant at the CN Tower,"had an extremely disappointing experience at this restaurant. We spent over $300 expecting a nice evening for a special occasion, but unfortunately it turned into a frustrating and uncomfortable night.<br>The service was particularly poor. Our server repeatedly invaded our personal space while speaking to us, standing far too close and making the experience awkward. Professionalism and basic courtesy were clearly lacking. For a restaurant charging premium prices, the level of service simply did not match the cost.<br>To make matters worse, there was a mandatory 25% gratuity automatically added to the bill. While I understand service charges in some establishments, it felt unjustified given the quality of service we received. A mandatory tip at that percentage should reflect exceptional service — not the opposite.<br>Overall, this was not worth the money, especially for a date night or celebration. There are many better restaurants that offer quality food, professional service, and a much more comfortable dining atmosphere. I would strongly recommend looking elsewhere for a special evening out.",1,02/14/2026
360 The Restaurant at the CN Tower,Never again 02.13.2026,1,02/14/2026
360 The Restaurant at the CN Tower,I didn’t really like the food but the view was amazing,4,02/12/2026
360 The Restaurant at the CN Tower,"360 Restaurant is excellent! The food is delicious, the service is outstanding, and the drinks are special. The view experience is simply phenomenal. I highly recommend it, especially because you can also explore the tourist floors and enjoy even more of the place.",5,02/10/2026
360 The Restaurant at the CN Tower,"Very efficient management.<br>The host gave us the best seat on our anniversary, the staff went above and beyond to make sure we had a good experience.<br>Vibe was great, food came out pretty fast.<br>We ordered the Heirloom Carrot and Kohlrabi salad, Corn Chowder, Mushroom Cavatelli, Pimenton Spiced Chicken Supreme, Pumpkin Flan, and Sour Cherry Frangipane.<br>The salad is probably the best salad I ever had. Rest was pretty good.<br>Drinks: Clouds and Cream, Up to Something. Both 10/10.<br>The lower observatory decks were complimentary.<br>The Wine selection looked pretty good, didn’t try any tho.",5,02/10/2026
360 The Restaurant at the CN Tower,"I have attended 360 on a few occasions in the past, and had good experiences, so for this special occasion I thought it would be nice to have it at 360. On this occasion it was for my wife’s 65th birthday and our 40th anniversary, which both fell on the date of our visit at 360.<br><br>I typically can be bothered to spend time writing reviews, but on this occasion I felt so disappointed that I must devote time to share this.<br><br>Despite having a reservation (5 adults, 2 children, and a baby) we were simply sat at an empty table which happened to be close to  the entrance. Although I also reserved a high-chair, one was not provided. Prior to being seated I specifically requested the bill be brought to me, yet it wasn’t. Rather it was provided to one of my guests.<br><br>Service was incredibly slow and waiters had to be repeatedly called over for order taking/service. The Sommelier was clearly unfamiliar with wine-pairing and or available stock. Waiter decanted a 25 year-old vintage as if filling a glass of carbonated water. Almost all meals were served with an overwhelming amount of course-ground black peppercorn, not allowing for any other notable favour. Meals were not in keeping with cook requests (eg. medium prime rib initially served  well-done, then served rare). Custom ordered dessert (2 cakes) were not as ordered, apart from one of them being dropped before arriving to the table. In fairness to 360, I was informed of the mishap and a tray of assorted desserts was substituted and the cost of the original desserts was waived.<br><br>While I understand the concept of a minimum prefixed tip rate for larger groups (20%), it does not promote an incentive for exemplary customer service or allow for adjustment to the tip for substandard service.<br><br>Despite having drawn the shortcomings (via email) to the restaurant management (M. Scott), I was simply offered to return (up to 4 people) where a 20% discount would be applied. However response to all my concerns was simply ignored. So essentially I paid a bill and 20% tip for 8 people, and 360 is willing to have 4 people come back for dinner tip-free.<br><br>Sure seems unfair or truly considerate.<br><br>But how can you expect staff to be customer service driven, with such an attitude and lack of genuine care by management.<br><br>So beware and really give serious thought about where you host your special occasion. It seems current 360 management focuses and relies on tourists (1 time customers) rather than developing an environment for repeat customers, or caring about contributing to ensuring a positive special occasion.",1,02/10/2026
360 The Restaurant at the CN Tower,This place is the symbol of Toronto where you would expect to receive top notch service and amazing food. The servers seem to be all clueless middle aged dads. which pairs well with an outdated decor. I’ve received better service at McDonald’s. Safe to say this is the first and last time I spend a birthday here.,1,02/09/2026
360 The Restaurant at the CN Tower,"Dinner at 360 The Restaurant was a unique experience! The mussels starter was amazing, though my wife’s soup didn’t quite hit the mark. My salmon main course was okay, but the sides were a bit simple and slightly bitter, while her pork dish was absolutely delicious.<br>The desserts stole the show—both white and dark chocolate were perfect, and our non-alcoholic cocktails were refreshing and tasty.<br>With breathtaking panoramic views of Toronto, this place is perfect for a romantic dinner or special occasion, even if some dishes could be improved. Highly recommend for the experience!",4,02/06/2026
360 The Restaurant at the CN Tower,"360 Restaurant at the CN Tower is an unforgettable experience.<br>Breathtaking panoramic views of Toronto, elegant atmosphere, and beautifully presented dishes make this place truly special.<br>The food is refined and delicious, the service is professional and attentive, and every detail feels well thought out.<br>This is more than just a restaurant — it’s a full experience that’s perfect for a special occasion or simply to enjoy the city from above.<br>Highly recommend.",5,02/06/2026
360 The Restaurant at the CN Tower,It was a great experience for the first time. The food was amazing and tasty great customer service and the view was amazing also the restaurant was very clean and staff was so friendly.,5,02/04/2026
360 The Restaurant at the CN Tower,"Excellent service, very good food, I highly recommend it for a dinner with someone special, friends, family and even just for the view of the city, you could go yourself.",5,01/27/2026
360 The Restaurant at the CN Tower,"You only pay for the view , and the service is not ok you can barely understand to the waitress and they expect at least 15 to 20 % on tip which you have to give them 60 to 80 dollars on tip regardless in a bill of 400 for 2 ppl",1,01/27/2026
360 The Restaurant at the CN Tower,Nice experience<br>Very good views<br>the food was ok<br>the service was perfect<br>But birthday cake was so bad I paid 80 dollars for that bad cake sorry I couldn’t eat it<br>So bad,1,01/23/2026
360 The Restaurant at the CN Tower,"the most expensive cafeteria in terms of food and service, with the most exquisite view, the jarring combination enough to make anyone sad",2,01/22/2026
360 The Restaurant at the CN Tower,"Came here for Anniversary on a weekday night the revolving floor gives a 360* view of the city skyline, gardiner expressway and the financial district. The food is good, had Atlantic char which was perfectly cooked and the cocktails were decent. Will recommend a visit.",5,01/22/2026
360 The Restaurant at the CN Tower,Second time at the 360. Nice views a d good food,5,01/17/2026
360 The Restaurant at the CN Tower,"Food, not so good. Views are amazing 👏🏾",3,01/17/2026
360 The Restaurant at the CN Tower,Really good food and friendly service,5,01/16/2026
360 The Restaurant at the CN Tower,"The view is absolutely incredible and worth the experience on its own. The rotating 360° restaurant makes it extra special, and seeing the entire city while dining is unforgettable.<br><br>The food itself is mid, just not that bad, but not the highlight. You’re really paying for the atmosphere and the views, and for that reason alone, it’s still a great experience and something I’d recommend doing at least once.",5,01/15/2026
360 The Restaurant at the CN Tower,The kitchen and Lisa did a fantastic job helping out with our proposal. Thank you so much!!!! ♥️♥️♥️,5,01/14/2026
360 The Restaurant at the CN Tower,"Amazing rotating views over Toronto and Lake Ontario, the highlight of the experience.<br>We had salmon dishes and duck etc., which felt very Canadian, fresh, and nicely presented.<br>Service was professional, and CN Tower access included with the meal is a big plus.<br>The food is good, though slightly expensive for what you get; you’re mainly paying for the view.<br>We parked at a nearby parking garage, which was convenient.",5,01/12/2026
360 The Restaurant at the CN Tower,Manager told my family and I that we could go up to the top to make a viewing and the lower area manager named Jason was absolutely rude. Unbelievable they would allow me and my wife and my family to go to the upper area they want us to pay an additional $11 Unreal.,1,01/12/2026
360 The Restaurant at the CN Tower,"I had an amazing experience at the 360 Restaurant at the CN Tower while celebrating my birthday 🎂. From the moment I arrived, the staff made me feel incredibly special on my day.<br><br>The service was outstanding, the food was absolutely delicious, and the drinks 🍹 were perfect. Everything exceeded my expectations. But what truly stood out the most was how welcoming and genuine the staff were—they made me feel like I was at home.<br><br>Thank you to the entire team for making my birthday unforgettable. I will definitely be back and highly recommend this experience to anyone visiting Toronto.",5,01/11/2026
360 The Restaurant at the CN Tower,My fiancé and I held our engagement party in the 360 Restaurant back in October 2024. It wouldn’t have been the same without Shihab! He ensured that everything went to plan and went above and beyond to keep our guests happy. I am so grateful for his help!,5,01/11/2026
360 The Restaurant at the CN Tower,"It was a beautiful dinner, amazing view, delicious food and excelent service, the waiter speaked Spanish and make everything easier for my mom who doesn´t speak English, a once in a lifetime experience!",5,01/11/2026
360 The Restaurant at the CN Tower,I love this place for any celebration,5,01/11/2026
360 The Restaurant at the CN Tower,The view is nice but the food is horrible especially the steak it served without assortements !,1,01/10/2026
360 The Restaurant at the CN Tower,"My family and I had a lovely time at the 360 restaurant. Ricky and his assistant were phenomenal servers, making sure that we enjoyed every moment and every bite. Ricky was attentive to us all, but made a special connection with my little one and that made the moment even more special. Thank you so much for your attention to detail and care and the love of service you give.<br>The food was good. The view was great. Our steaks were all well cooked! The crab and corn chowder was exceptional!",5,01/08/2026
360 The Restaurant at the CN Tower,"Went here for new years, prepaid for the whole dinner, the appetizers was disappointing, the salad was good, and the dinner options was good the bison steak and the ravioli was surprisingly good. For the price I paid I did expect more options and more portions.",4,01/06/2026
360 The Restaurant at the CN Tower,"Everything was wonderful. The staff were very attentive and I really liked how a colour page was provided for the kids to keep them occupied. The kids menu was very appropriate for kids pallets which I appreciated. Adults menu was great too and nice nod to Canadian food (ie. Arctic char and sourdough from a local toronto bakery). Only areas for improvement is to the facilities. It needs some TLC as some chairs were not comfortable & chipped corners of the table. Cleanliness can be improved as well as many marble post that appeared as we routed around the restaurant were dirty. Being the first sitting at 11:30am, I would have hoped these were wiped down the night before or prior to opening. These are the two areas that needs more attention and improvement.",4,01/05/2026
360 The Restaurant at the CN Tower,"First , food safety is the most important thing, my son of 2 years old found several plastic paper in his soup, and the server said this is just tomato sauce reheat generated layer. Excuse me? Which tomato generate layer that makes plastic sound and is not possible to tear? If it was not a family group meal and I didn’t want to ruin the meal, I had already left the restaurant. The fact that this is kid soup and it could be offered to any other kids less than 2 and may not even tell that it was plastic and ate it made me feel so bad.<br>Then they forced to charge 20% tips without negotiation. If you question that, they will say this is already shown in your reservation.<br>Will never come back again and do not recommend.",1,01/05/2026
360 The Restaurant at the CN Tower,"Dining at 360 The Restaurant at the CN Tower was an unforgettable experience from start to finish. The rotating view offers breathtaking, panoramic sights of Toronto that make the meal feel truly special and unique. Watching the city slowly unfold beneath you while dining is absolutely mesmerizing.<br><br>The food was exceptional—beautifully presented, perfectly prepared, and full of refined flavors. Every course felt thoughtfully crafted, highlighting high-quality ingredients and excellent culinary skill. The service was equally impressive: attentive, professional, and warm, making us feel welcome without ever being intrusive.<br><br>This restaurant is more than just a meal—it’s a complete experience. Whether for a special occasion or a once-in-a-lifetime visit, 360 The Restaurant at the CN Tower delivers elegance, atmosphere, and outstanding cuisine. Highly recommended!",5,01/04/2026
360 The Restaurant at the CN Tower,"A great experience that’s definitely recommended. Amazing view, very professional and friendly staff, and unique, delicious food. The atmosphere is nice and calm, without any unnecessary noise. It’s recommended to check the weather before making a reservation.",5,01/04/2026
360 The Restaurant at the CN Tower,The food was very bad the chef did not take any pride in his work very horrible service worst restaurant experience,1,01/04/2026
360 The Restaurant at the CN Tower,"I had a fantastic time dining at 360 The Restaurant at the CN Tower. From start to finish, it was a memorable experience — the setting is absolutely breathtaking with panoramic views of Toronto that rotate slowly as you enjoy your meal, making every moment unique and special. ✨",5,01/04/2026
360 The Restaurant at the CN Tower,"Recently went here with the family, no doubt the prices were high but the view makes it worth it.",4,01/03/2026
360 The Restaurant at the CN Tower,"The ambiance is top notch not to mention the breathtaking views 1200ft above. I don't think there's any restaurant that will beat 360. They set the undeniable golden standard. Cosy and fancy 💯.<br><br>Perfect spot for events such as  birthdays, dates, engagement, chill nights and whatever you wish<br><br>This is classy & boujee for sure 👌",5,01/03/2026
360 The Restaurant at the CN Tower,"Amazing experience with a stunning view of Toronto from such a high point. The price is a bit on the higher side, but it’s truly a unique, once-in-a-lifetime experience and definitely worth it. I really enjoyed the steak with the wine sauce, and the non-alcoholic drinks were great especially the coconut one. I highly recommend visiting 360 Restaurant at least once.",5,01/01/2026
360 The Restaurant at the CN Tower,"Had an amazing time celebrating New Years Eve at the CN Tower.  We came here to enjoy their holiday pre fixe menu.<br><br>Finding and navigating the tower can be confusing at first, but there is lots of signage and staff to guide you along the way.  Wherever you are seated, you’ll be able to see the city.  There will be enough time during your meal to see a full 360 view of Toronto.<br><br>The New Years Eve Pre Fixe Menu was great.  Everything tasted delicious and flavorful.  No complaints.  The portions of each course were the perfect size.<br><br>Our server Jeff and the staff were very professional and courteous.  Jeff did an excellent job and made sure we had a great experience.<br><br>FYI:  They automatically ADD ON A 20% gratuity charge.<br><br>After dinner you can go downstairs to the observation deck.  Then go down another floor to experience the glass floor.<br><br>Recommend to any first time visitors to Toronto!",5,01/01/2026
360 The Restaurant at the CN Tower,The food quality didn't quite meet expectations!,4,01/01/2026
360 The Restaurant at the CN Tower,The food is tasty and the view impressive.,5,12/31/2025
360 The Restaurant at the CN Tower,"Very cool experience. Food was amazing, which was not expected. Views were great. Too many loud kids around, unfortunately. Definitely a unique experience, would recommend dinner here if you are in town.",5,12/30/2025
360 The Restaurant at the CN Tower,"This was an amazing experience. The only truly off-putting thing is that to start we were seated in the ""upper section""; thankfully we were able to be moved to the lower section by the windows for the second half of our meal. The price-justification and cachet of the 360 restaurant are the views of course, and the upper section is a completely subpar experience by comparison. When booking, make sure you book for the ""lower"" window level. Honestly, other than tables for two right by the half-wall, they should not be seating anyone on the upper level at all. Our 2nd half experience was absolutely amazing, but if we had not been able to move down to the lower level with the amazing views I can tell you that I would have been absolutely furious and it would've ruined the evening.",5,12/30/2025
360 The Restaurant at the CN Tower,"This is really fantastic restaurant you must visit because if you have booking here, no need ticket for CN tower and no line up the go to CN tower. First time to try this restaurant at dinner time. Night view is fantastic and incredible . Food quality is high level as well, matching the price and view. We order combo set of adult and kid, Strongly recommend to have booking during lunch and dinner if you would like to visit CN tower.",5,12/30/2025
360 The Restaurant at the CN Tower,"It's an amazing ambience with good food. We did not order any drinks so I cannot comment on that. The best was the service! Steve our waiter was very attentive and professional, timing everything accordingly and very precise. The outstanding service received during our visit will definitely bring us back.",5,12/29/2025
360 The Restaurant at the CN Tower,Service was excellent. Wait Staff was very attentive by always filling our water and wine glass.  Waiter offered a carafe to decant the wine. Checking to make sure we had everything we needed. Very friendly. Ambiance is on the sull side and could be improved. Burger should be offered on the kids menu.,5,12/29/2025
360 The Restaurant at the CN Tower,"Truffle tries cost $20 comes in a tiny plate with no parm. The server tall, no hair fought me to tell me how the truffle was in aioli. Excuse me? For $20 shaved parm on truffle fries is a must. Fries were sub par.  Lamb was okay, our bill was over $3k and to not be served a bit more than what was on the menu was very off putting. That server needs to simmer down a bit",3,12/28/2025
360 The Restaurant at the CN Tower,"We recently dined at the 360 Restaurant at the CN Tower and left feeling conflicted. While the food, wine, and cocktails were genuinely delicious, the overall experience did not align with what is advertised—or priced—as fine dining.<br>From the start, the service fell short of fine dining standards. Our server was very difficult to understand and shared personal stories (including about receiving a police ticket) and asked personal questions that felt inappropriate in a high-end dining environment. This points to a need for more thorough training around professionalism and guest interaction.<br>There were also several operational issues that detracted from the experience. We were told the restaurant had run out of candles and did not have enough for each table. The latte machine was broken, yet a regular coffee with a small amount of milk was presented as a latte, which felt misleading.<br>Additionally, the atmosphere did not reflect a fine dining setting. There was a noticeable mismatch in customer attire—one table dressed in hoodies and sweatpants, another in blazers and dresses—which created an inconsistent and confusing experience. If 360 positions itself as fine dining, clearer expectations around dress code and ambiance should be set and upheld.<br>Unfortunately, the experience felt no different in service quality than dining at a casual chain restaurant like Kelsey’s or East Side Mario’s—aside from the exceptional view. Based on our experience, the quality of service and overall expectations at 360 appear to have declined over the years, and the current price point no longer feels justified.<br>In summary, while the culinary side remains strong, significant improvements are needed in service training, atmosphere, and expectation-setting to truly deliver a fine dining experience that matches the cost and reputation of this iconic venue.",3,12/28/2025
360 The Restaurant at the CN Tower,"We got terrible experience from servers in the restaurant. Service was lower than we expected for the price they charge. We paid 900$ for 7 people. They mixed up one of our orders, spilled the water on the table, brought us moulded sweet potatoes. Food was mediocre.<br>And the most unacceptable thing was that our server pre-included 20% tips without even asking us. As we didn’t have experience before, we thought that it was restaurant’s policy. But after reading reviews here I understand that the waiter just fooled us.<br>I would not recommend 360 to anyone!",1,12/28/2025
360 The Restaurant at the CN Tower,"We still here today, and the food experience was very bad. The food or whithout flavor or with bad flavor. The employers just want go home, they dont care about your experience.",3,12/25/2025
360 The Restaurant at the CN Tower,Nice view the menu needs a change been here few occasions.,5,12/24/2025
360 The Restaurant at the CN Tower,"My husband took me here for our anniversary. Apart from the view and the nice restaurant, there wasn’t much going on. The food we ordered was terrible, my husband got the prime rib and I got the salmon which was paired with tomato sauce. Both were incredibly bland, we ended up leaving more the 50% of our food. The appetizer with shishito peppers and hummus was nice. But tomato sauce should not be paired with salmon and a little seasoning wouldn’t hurt. My husband said there was a lot of fat on his steak and it tasted bland and from the looks of it, it was almost pale and absolutely not juicy or succulent. This restauraunt was extremely over hyped. Our server rushed us and didn’t really recommend anything. Will not be returning.",1,12/24/2025
360 The Restaurant at the CN Tower,"Very nice experience, people are super friendly and they welcome and greet you specially when you have special occasions . Won’t be my last visit.",5,12/24/2025
360 The Restaurant at the CN Tower,"Babu and the team in section 6 were brilliant! We visited on Dec 14 for dinner and booked an early seating so we could see the sun set. The weather played nice and the sky was clear and we had a stunning view. Inside the restaurant, Babu lead his team through a great service and was very patient with a group of chatty girlfriends hanging out. He was also great with accommodating dietary restrictions. The evening was lovely and everyone agrees it's definitely going to be on the list for when friends and family visit in the future.",5,12/23/2025
360 The Restaurant at the CN Tower,"We came to celebrate our anniversary and were disappointed that there was no acknowledgment, especially after seeing other guests mention special anniversary treats in reviews.<br>During payment, we had technical issues with Apple Pay and did not have a physical card, so we split the bill between cash and card. Despite our intention to tip, the server made jokes about it, which felt unprofessional and made the experience uncomfortable.",2,12/22/2025
360 The Restaurant at the CN Tower,"Absolutely amazing experience friendly service and food was good and The view was phenomenal , fantastic and very beautiful Our server was so friendly ❤️♥️♥️Thank you 🙏",5,12/22/2025
360 The Restaurant at the CN Tower,"Had dinner at the 360 with my wife. My wife chose the indigenous menu and I chose the $75 pre fix. Quite honestly for what you pay the food is just not very good. On a positive note, service was great. The keg would have been a much better choice",3,12/22/2025
360 The Restaurant at the CN Tower,"I was on a layover enroute to UAE and recently had a dinner here with a friend who I haven’t seen in a long time.<br>The service started out strong (friendly, took photos) and then gradually the experience crumbled.<br>The server at first was pleasant informative, however she coughed the entire time and took away from the experience. My thought is, if you’re sick and coughing don’t come to work and risk getting others sick especially in the food service industry.<br><br>The food itself was ok, I asked for an additional sauce for my prime rib and the presenting server was telling me that I had sauce right in front me. I said I know this, I just wanted another one. He seemed annoyed that I asked for more sauce. When you spend an additional $45 for an upsell I think you can have more sauce.<br>My biggest pet peeve of the evening was we felt rushed. As we were eating bread they tried to take it away and I said we were still eating.<br><br>When we were wanting to order desert our server was no where to be found.<br><br>When I was mid sentence showing my friend a video on my phone, the server interrupted us to ask us if we wanted separate bills. I explained to her we were busy at the moment, and she seemed annoyed she had to wait for our response. It was apparent her shift was nearing an end and we were the last folks in her section to leave.<br><br>No server had a problem asking me for a 25% tip on their mediocre, get the heck out of here service for a $165.00 meal.<br><br>Lastly this place was cold , they can easily turn up the heat, but they choose to save on costs and keep the place cold.<br><br>With transportation costs from my airport hotel, and meal this cost $400, the restaurant service diminished the high level city light experience.",3,12/22/2025
360 The Restaurant at the CN Tower,The food are okay. You're pretty much paying for the experience.,3,12/21/2025
360 The Restaurant at the CN Tower,"My meal was amazing. They accommodated my allergies so well. Only thing I would note is our servers cocktail knowledge. I asked if they could do their signature sour with aquafaba, and the server had no clue what that was. Fair enough, so i clarified and asked for the vegan alternative to egg whites- once again, did not know. A little odd but otherwise a lovely evening!",4,12/21/2025
360 The Restaurant at the CN Tower,We loved it—great food and a stunning 360° view of Toronto 💕,5,12/20/2025
360 The Restaurant at the CN Tower,Food took a while but we'll worth it our wait staff James was absolutely amazing 💯,5,12/20/2025
360 The Restaurant at the CN Tower,The rib eye was below average.,3,12/19/2025
360 The Restaurant at the CN Tower,"Food and service could be better, but overall atmosphere is great",5,12/19/2025
360 The Restaurant at the CN Tower,The food and service was excellent.,5,12/19/2025
360 The Restaurant at the CN Tower,"Amazing experience at 360 Restaurant! Great food, excellent service, and breathtaking city views.Perfect place for a special occasion<br>Truly memorable!!!",5,12/18/2025
360 The Restaurant at the CN Tower,Our server was the best. A decent humanitarian who understand people and excellent customer service...we celebrated our dear friend 46th birthday. A great vibe and memory,5,12/16/2025
360 The Restaurant at the CN Tower,"Stunning views on Toronto, enriching experience, perfect for a romantic event, gastronomic food, they try, not as a top class french restaurant but not bad for North Amercia, Beef is at +40$.",5,12/16/2025
360 The Restaurant at the CN Tower,Good overall.<br>Food was fine.<br>Waiter was nice.<br>View is amazing.<br>Recommend once but not something I would do twice.,4,12/16/2025
360 The Restaurant at the CN Tower,The Seafood Tower is amazing and services are great. Also fun to go downstairs to the observation levels to take pictures and walk on the glass floors.,5,12/16/2025
360 The Restaurant at the CN Tower,"This was an amazing experience to top off an incredible, if short, trip to Toronto. The staff were so friendly and helpful, the food was amazing, and obviously the views were breathtaking. Thank you so much.",5,12/15/2025
360 The Restaurant at the CN Tower,Great food and service. Also beautiful views of the city,5,12/14/2025
360 The Restaurant at the CN Tower,"A memorable night at Toronto’s 360 Revolving Restaurant with my beautiful family. Good food, stunning views, and the best company - a perfect combination for a truly unforgettable experience.",5,12/12/2025
360 The Restaurant at the CN Tower,"I think the only nice thing about the restaurant is the view because the food was terrible. Although they changed the appetizer I ordered because I couldn't eat it, the other one wasn't any better, and the main courses weren't good at all. The view was beautiful and romantic.",1,12/09/2025
360 The Restaurant at the CN Tower,The food excellent and amazing view love it will be back,5,12/08/2025
360 The Restaurant at the CN Tower,We had a lovely evening. Great service and the view was incredible.  We will definitely be back soon.,5,12/07/2025
360 The Restaurant at the CN Tower,"Excellent food, service and atmosphere.",5,12/07/2025
360 The Restaurant at the CN Tower,"The view and ambience at 360 Restaurant were amazing, but the food was extremely disappointing. From starter to dessert everything was bland, poorly presented, and far below expectations. The overall experience of being at the top of the CN Tower was the only highlight.",2,12/07/2025
360 The Restaurant at the CN Tower,"Book ahead on their website to guarantee the table. They were all booked when we went (people without tickets were turned away). It is great to go closer to sunset time, as the colors in the sky make it so much more beautiful. I loved the cocktails. When you book your ticket to the restaurant (min 75 spent per person), you also get access to observatory deck. I went to just observatory deck a while back, and I recommend to get restaurant experience, it is much more elevated and enjoyable. Observatory deck is full of people. Restaurant makes you enjoy your time. It is great it rotates, so you can always enjoy the change of view. ❤️",5,12/06/2025
360 The Restaurant at the CN Tower,Must visit restaurant. You get a great dinner with the set course menu and it allows you to enjoy the view while the crowd is gone.,5,12/04/2025
360 The Restaurant at the CN Tower,Little disappointed in the whole aspect...it ended to be very expensive and the food was mediocre. The deserts were good. Bobby served our food and he was exceptional....,3,12/03/2025
360 The Restaurant at the CN Tower,Food much better than expected (though pricey of course). Loved the white chocolate mousse cake. The view is unbeatable. Would probably do again for a special occasion.,5,12/03/2025
360 The Restaurant at the CN Tower,The food and was service was great!,4,12/02/2025
360 The Restaurant at the CN Tower,Asked for a medium rare steak and got this?,1,12/02/2025
360 The Restaurant at the CN Tower,"Exceptional Dinner Experience – 10/10!<br>What an absolutely fantastic dining experience! From the moment we arrived, everything was on another level. The food and drinks were truly amazing — every dish was bursting with flavor, beautifully presented, and cooked to perfection. Definitely a solid 10/10!<br>The service deserves its own praise. The staff were incredibly friendly, attentive, and unbelievably fast. They catered to everyone at our table with genuine care and made sure we had everything we needed. They even helped us take photos, which was such a thoughtful and appreciated touch.<br>The whole evening felt effortless and enjoyable thanks to the wonderful team and delicious food. One of the best dining experiences I’ve had in a long time. Highly recommend!",5,12/01/2025
